AADT,Latitude,Longitude,yn,Divided,LaneCount,DGAC,Latex,SMA,PCCP,Age,Friction,Macro,IRI,Gradient,Curvature,LatitudeGPS,LongitudeGps,Crash,lnAADT
11000,37.21588832,-77.45068281,1,0,2,0,0,1,0,13,43.86801024,0.88375,1.209875,-1.0175,0.00029375,37.21586489,-77.4506419,2,9.305650552
58000,37.20194413,-77.43333824,0,1,2,0,0,1,0,4,51.95737364,0.746875,0.8955625,-0.0175,0.0005625,37.20173378,-77.43322099,3,10.96819829
66000,37.49165333,-76.99793925,0,1,2,0,0,1,0,3,43.29248241,0.78875,1.45775,-0.569375,0.0002,37.49174072,-76.9979443,4,11.09741002
4200,37.08099488,-77.58351868,1,0,3,1,0,0,0,10,42.39721689,0.949375,2.282,0.6575,0.0002125,37.08080032,-77.58341859,1,8.342839804
13000,37.19628147,-77.56263238,0,1,2,1,0,0,0,8,40.95839731,1.039375,0.8450625,-0.06875,0.00173125,37.19632784,-77.56244834,1,9.472704636
109000,37.82102681,-77.45708433,0,1,3,1,0,0,0,7,47.76880998,1.01,0.93925,-1.495,0.00025,37.8210922,-77.45705188,1,11.59910316
67000,37.51268396,-77.16146807,0,1,2,0,0,1,0,13,38.88010237,0.548125,1.1409375,0.40125,0.000175,37.51262268,-77.16129423,3,11.1124479
106000,37.86255591,-77.45363588,0,1,3,0,0,1,0,5,38.0327975,0.6775,0.7450625,1.11,0.0004375,37.86248484,-77.45362037,5,11.57119437
10000,37.81797598,-77.47441852,1,0,4,1,0,0,0,3,50.99816059,0.70625,1.1829375,-0.2975,0.00100625,37.81794777,-77.47417898,1,9.210340372
106000,37.47847825,-77.43051287,0,1,3,0,0,1,0,5,46.87354447,0.753125,0.81925,-0.280625,0.00013125,37.47862455,-77.43043634,2,11.57119437
106000,37.63061987,-77.56642527,0,1,3,0,0,1,0,13,41.91761036,0.803125,0.93675,-2.374375,0.000175,37.63068912,-77.56639032,4,11.57119437
37000,37.7787092,-77.88600389,1,1,2,0,0,1,0,7,48.12052143,1.036875,1.2325,-1.45,0.0001375,37.77879604,-77.8859698,1,10.51867319
117000,37.73505675,-77.4525398,0,1,3,0,0,1,0,5,33.8921945,0.604375,2.272375,0.02375,0.0001625,37.73510834,-77.4525475,3,11.66992921
34000,37.59245779,-77.50682458,1,1,3,1,0,0,0,4,53.6200096,0.57375,1.5514375,-0.935625,0.0003375,37.59253599,-77.50670394,1,10.4341158
109000,37.83623058,-77.45061391,0,1,3,1,0,0,0,7,43.64419386,0.563125,1.2405,1.135,0.00040625,37.83618849,-77.45062795,2,11.59910316
55000,37.67697015,-77.65740764,1,1,3,0,0,1,0,3,47.76880998,1.104375,0.817625,1.24,0.0001375,37.67686903,-77.65742486,1,10.91508846
8500,36.72483993,-78.13701392,1,0,2,1,0,0,0,18,42.30129559,0.855625,2.3915625,0.824375,0.0010125,36.72486542,-78.13694252,1,9.047821442
40000,37.06988642,-77.36828895,0,1,2,0,0,1,0,7,47.81677063,0.77375,1.3609375,0.858125,0.00019375,37.06983075,-77.36864678,2,10.59663473
27000,37.09549989,-77.54988439,0,1,2,0,0,1,0,3,54.531262,0.778125,0.9520625,-0.66375,0.00019375,37.09542393,-77.55000349,3,10.20359214
16000,37.74670938,-77.47128049,0,0,4,1,0,0,0,4,44.79524952,0.469375,2.7524375,-0.516875,0.00024375,37.74669573,-77.47137346,1,9.680344001
6100,37.52993874,-77.33250961,0,1,2,0,0,1,0,13,45.7224888,0.795625,1.0320625,1.46125,0.000225,37.52996558,-77.33251082,3,8.71604405
52000,37.53137274,-77.34359936,0,1,3,0,0,1,0,12,46.37795106,0.93125,1.1141875,-0.61,0.0001625,37.53142722,-77.34341316,2,10.858999
47000,37.12611669,-77.35860085,0,1,2,0,0,1,0,3,49.52736724,0.78625,0.9333125,0.24,0.00023125,37.1262334,-77.35851542,2,10.75790288
29000,37.51452665,-77.7914931,0,1,1,1,0,0,0,4,48.28039028,0.889375,0.9649375,1.531875,0.0001375,37.51455394,-77.79143313,2,10.27505111
66000,37.48695695,-76.95804274,0,1,2,0,0,1,0,13,41.62984645,0.750625,1.53275,-0.4275,0.0002625,37.48694064,-76.95806835,3,11.09741002
2500,37.06720133,-77.36975678,0,1,2,0,0,1,0,7,52.94856046,0.84875,0.4116875,-0.729375,0.00020625,37.0672201,-77.36967634,4,7.824046011
106000,37.44757579,-77.42322595,1,1,3,0,0,1,0,5,41.69379399,0.96375,1.238,-0.56375,0.00150625,37.44755446,-77.42324843,3,11.57119437
111000,37.44114662,-77.42719031,0,1,3,0,0,1,0,5,53.14040307,0.961875,1.165375,-0.13375,0.00018125,37.44114154,-77.42727105,2,11.61728548
22000,36.76486703,-78.07397512,0,1,2,1,0,0,0,4,59.8868682,0.6825,0.7700625,2.10625,0.0001875,36.76479968,-78.0739427,3,9.998797732
66000,37.48534395,-76.94929728,0,1,2,0,0,1,0,13,41.66182022,0.7525,1.687875,0.75875,0.00015,37.48540652,-76.94916967,3,11.09741002
4800,37.42304016,-76.90385595,0,1,2,0,0,0,1,49,35.97048944,0.56125,3.2638125,-1.895625,0.00014375,37.42305229,-76.90387052,2,8.476371197
155000,37.56757021,-77.45349547,0,1,3,1,0,0,0,4,48.72802303,0.838125,1.0543125,1.501875,0.00128125,37.56754581,-77.45353313,4,11.9511804
24000,37.35651239,-77.41389603,1,1,2,1,0,0,0,13,49.01578695,0.624375,1.6774375,0.5425,0.0002625,37.35654984,-77.41375431,1,10.08580911
2100,37.49545504,-77.02657778,0,1,2,0,0,1,0,3,41.5818858,0.68625,1.28725,0.785625,0.0002125,37.49542683,-77.0266976,6,7.649692624
66000,37.49434755,-77.01957709,1,1,2,0,0,1,0,3,25.9946737,0.515294118,1.364352941,0.785882353,0.000141176,37.49452477,-77.01957318,1,11.09741002
13000,37.52313886,-77.31390769,1,0,2,1,0,0,0,17,49.39947217,0.341875,2.0099375,-0.28125,0.00059375,37.52309263,-77.31383775,2,9.472704636
18000,37.75352818,-77.47133993,1,0,4,1,0,0,0,11,46.2340691,0.419375,1.870125,0.614375,0.00038125,37.75348205,-77.47129412,1,9.798127037
88000,37.64013288,-77.58249002,0,1,3,0,0,1,0,13,43.29248241,0.800625,1.077625,2.313125,0.0003375,37.64013344,-77.58258164,2,11.38509209
15000,37.16440271,-77.28854895,0,0,4,1,0,0,0,3,51.03013436,0.64875,2.0398125,0.26,0.00023125,37.16443821,-77.28854868,2,9.61580548
16000,37.7178927,-77.46861074,1,0,4,1,0,0,0,11,56.83337332,0.585,1.363125,0.095,0.000225,37.71793625,-77.46859821,2,9.680344001
9200,36.77921388,-77.77959791,1,1,2,1,0,0,0,7,60.20660589,0.481875,1.5195625,-1.555625,0.0011875,36.77918408,-77.77964542,2,9.126958763
117000,37.72952657,-77.45094371,0,1,3,0,0,1,0,5,40.47879079,0.644375,1.0415,0.113125,0.0001375,37.72941684,-77.45097414,4,11.66992921
67000,37.50388158,-77.08414335,0,1,2,0,0,1,0,3,40.19102687,0.79125,1.1675,0.864375,0.00014375,37.50381835,-77.08404016,3,11.1124479
25000,37.53344528,-77.86774463,1,1,2,1,0,0,0,6,47.48104607,0.653125,1.3123125,0.484375,0.0002,37.53355423,-77.86776524,1,10.1266311
58000,37.20851327,-77.40625412,0,1,2,0,0,1,0,10,41.62984645,0.543125,1.024375,2.100625,0.0001875,37.20866096,-77.40659537,4,10.96819829
12000,37.21799448,-77.44012325,1,1,4,1,0,0,0,13,46.80959693,0.62125,1.8265625,0.101875,0.00035625,37.21803291,-77.44011604,1,9.392661929
16000,37.31132008,-77.40851625,0,0,4,1,0,0,0,5,45.37077735,0.88875,1.99,-1.904375,0.0002375,37.31125199,-77.40845367,1,9.680344001
67000,37.50451526,-77.08755054,0,1,2,0,0,1,0,3,48.82394434,0.785,1.3256875,0.89875,0.0001625,37.50443239,-77.08763058,2,11.1124479
27000,37.11146646,-77.53455768,0,1,2,0,0,1,0,3,48.82394434,0.7875,1.584375,-0.999375,0.0001375,37.11141256,-77.53448516,2,10.20359214
67000,37.4997868,-77.05338414,0,1,2,0,0,1,0,7,32.80508637,0.745625,2.02125,1.2925,0.0002,37.49971034,-77.05332225,2,11.1124479
35000,37.62934149,-77.37117167,1,1,4,0,0,1,0,11,45.75446257,0.810625,0.90575,0.394375,0.0009625,37.62916629,-77.37114689,11,10.46310334
47000,37.15756757,-77.35281796,1,1,2,0,0,1,0,3,49.52736724,0.925625,1.8376875,-0.3325,0.00021875,37.15773771,-77.35280521,1,10.75790288
11000,37.48387695,-77.13451805,1,1,2,0,0,0,1,49,40.51076456,0.595625,3.7115625,2.43125,0.00038125,37.48383024,-77.13454023,1,9.305650552
33000,37.88402657,-78.03107613,0,1,2,0,0,1,0,14,57.9684421,0.823529412,0.523235294,-1.087647059,0.000129412,37.88403226,-78.03112624,3,10.40426284
35000,37.65975011,-77.46583379,0,1,2,0,0,1,0,10,49.87907869,1.14375,1.07275,1.631875,0.0001625,37.65982515,-77.46584445,2,10.46310334
11000,37.60757468,-77.52837758,0,1,3,0,0,1,0,8,49.35151152,0.974705882,1.180411765,-0.498235294,0.000458824,37.60750324,-77.52828675,4,9.305650552
27000,37.15582445,-77.51010644,0,1,2,0,0,1,0,3,48.82394434,0.721875,0.751125,-0.264375,0.00026875,37.1558252,-77.51007337,3,10.20359214
66000,37.48675601,-76.95632557,0,1,2,0,0,1,0,13,42.68498081,0.780625,1.2134375,0.005,0.00016875,37.48663611,-76.95629684,3,11.09741002
106000,37.2856176,-77.3890421,0,1,3,0,0,1,0,7,37.05759757,0.665,2.0230625,-0.20875,0.00053125,37.28572078,-77.38901191,5,11.57119437
10000,37.79956624,-77.4721878,1,0,4,1,0,0,0,4,50.80631798,1.035,1.140125,-1.5325,0.00020625,37.79965075,-77.47232606,1,9.210340372
152000,37.59507834,-77.4836908,0,1,4,1,0,0,0,12,40.6706334,0.614705882,1.619,-2.174117647,0.001058824,37.59503462,-77.4839288,10,11.9316358
16000,37.74038125,-77.47120377,1,0,4,1,0,0,0,11,51.98934741,0.749375,1.591375,0.126875,0.0002,37.74047008,-77.471143,2,9.680344001
8800,36.70290612,-78.01907772,0,1,2,1,0,0,0,7,45.65854127,1.121875,2.103,1.5325,0.0026125,36.70289417,-78.01908497,1,9.082507
27000,37.12174681,-77.52473973,0,1,2,0,0,1,0,3,46.39393794,0.733125,0.6294375,0.2125,0.000275,37.12178697,-77.52478297,2,10.20359214
1900,36.83773267,-77.91432813,1,0,3,1,0,0,0,25,41.46997761,0.78375,3.28675,1.00875,0.00015,36.83762273,-77.91446188,1,7.549609165
35000,37.50980467,-77.68648416,1,1,2,0,1,0,0,3,55.18672425,0.69625,2.189875,-0.82625,0.0007,37.50976062,-77.68650344,1,10.46310334
22000,36.8204893,-77.96344875,0,1,2,1,0,0,0,5,54.35540627,0.754375,1.06,-0.626875,0.0002375,36.82052977,-77.96343363,2,9.998797732
35000,37.59947013,-77.35284859,0,1,4,0,0,1,0,7,45.05103967,1.047647059,1.241529412,-0.274705882,0.000111765,37.59953437,-77.35289309,2,10.46310334
35000,37.64164451,-77.56272526,0,1,3,0,1,0,0,6,53.77987844,1.14875,1.5620625,-0.82375,0.00045625,37.64168543,-77.56259167,3,10.46310334
20000,37.41315639,-77.43521345,1,0,4,1,0,0,0,9,45.94630518,0.70875,2.1686875,0.499375,0.00063125,37.41291721,-77.43523766,1,9.903487553
34000,37.84561104,-77.98397577,0,1,2,0,0,1,0,13,56.56159629,0.82875,0.7785,-0.12875,0.0002125,37.84561614,-77.98393355,3,10.4341158
8800,36.72439574,-77.92478074,1,1,2,0,1,0,0,3,52.85263916,0.7275,1.5260625,2.74,0.001,36.72441615,-77.92461084,1,9.082507
9700,37.21526225,-77.36520048,1,0,4,1,0,0,0,11,46.42591171,0.50125,1.2314375,0.606875,0.00024375,37.21528164,-77.36513918,1,9.179881164
111000,37.61316663,-77.53824651,0,1,3,0,0,1,0,8,43.29248241,0.918125,1.5029375,-0.355625,0.00043125,37.61301533,-77.53821699,2,11.61728548
15000,37.51986478,-77.3315901,0,1,2,1,0,0,0,7,58.671865,0.593125,1.2294375,0.10625,0.00064375,37.5200376,-77.33157953,3,9.61580548
14000,37.58510025,-77.44734633,0,1,2,1,0,0,0,11,48.72802303,0.619375,3.11775,0.26375,0.0003,37.58498927,-77.44728393,2,9.546812609
16000,37.72886307,-77.47081646,1,0,4,1,0,0,0,11,47.67288868,0.63375,1.4438125,0.420625,0.00016875,37.72893516,-77.4708835,1,9.680344001
22000,36.76642966,-78.06891495,0,1,2,1,0,0,0,4,58.70383877,0.72125,0.8131875,1.655,0.0002375,36.76645705,-78.06893146,3,9.998797732
35000,37.52558874,-77.45265081,0,1,3,1,0,0,0,7,47.80078375,0.67625,2.4310625,-0.25,0.0007875,37.52552107,-77.45252439,2,10.46310334
35000,37.60762135,-77.36052466,1,1,4,0,0,1,0,7,48.12052143,0.768125,2.1459375,-0.241875,0.00024375,37.60771473,-77.36038924,2,10.46310334
10000,37.76505957,-77.47132644,1,0,4,1,0,0,0,11,54.00369482,0.801875,1.09625,0.389375,0.00081875,37.7650169,-77.47141008,3,9.210340372
22000,36.85010355,-77.88453736,0,1,2,1,0,0,0,5,54.51527511,0.585,0.6428125,-0.240625,0.00029375,36.85011132,-77.88460069,2,9.998797732
4800,37.42362212,-76.92915381,1,1,2,0,0,1,0,4,46.13814779,1.058125,3.4313125,-1.120625,0.0003875,37.42376208,-76.92907369,1,8.476371197
66000,37.48853723,-76.97289682,0,1,2,0,0,1,0,3,41.05431862,0.629375,1.519,-0.481875,0.0002,37.48851814,-76.97279708,4,11.09741002
67000,37.50112404,-77.06806454,0,1,2,0,0,1,0,3,39.80734165,0.76625,1.178375,-0.748125,0.0001375,37.50106564,-77.06803872,3,11.1124479
3600,37.19954679,-77.42662361,0,1,2,0,0,1,0,4,51.03013436,0.676875,1.2280625,-0.4775,0.00013125,37.19948314,-77.42661079,3,8.188689124
106000,37.8863814,-77.4565546,0,1,3,1,0,0,0,7,45.70650192,0.730625,1.005,-0.091875,0.0001625,37.88643798,-77.45656114,1,11.57119437
35000,37.64731639,-77.41508192,0,1,4,0,0,1,0,11,49.17565579,1.001875,1.0105,0.158125,0.00020625,37.64731785,-77.41523213,3,10.46310334
37000,37.77360723,-77.87958902,0,1,2,0,0,1,0,4,49.52736724,0.92875,0.6764375,1.744375,0.0001625,37.77354532,-77.87973218,2,10.51867319
111000,37.61212334,-77.53756889,0,1,3,0,0,1,0,8,47.76880998,0.934375,1.678625,0.999375,0.00043125,37.61207017,-77.53749627,3,11.61728548
17000,37.40589707,-77.43322993,0,0,4,1,0,0,0,9,50.55052783,1.266875,2.253375,-3.295,0.00033125,37.40593614,-77.43330739,3,9.740968623
55000,37.67919883,-77.66221662,0,1,3,0,0,1,0,3,46.07420026,0.9325,1.8704375,-0.12625,0.00019375,37.67932561,-77.66230721,2,10.91508846
19000,37.60602226,-77.45537474,1,1,2,1,0,0,0,12,55.34659309,0.546875,1.8440625,-0.270625,0.000275,37.60599466,-77.4554623,4,9.852194258
106000,37.46790975,-77.42716095,0,1,3,0,0,1,0,5,37.05759757,0.760625,2.1199375,-0.333125,0.00111875,37.46787784,-77.42722374,7,11.57119437
27000,37.16073584,-77.50587454,0,1,2,0,0,1,0,3,49.17565579,0.83375,0.727875,-0.30125,0.000125,37.16058645,-77.50591984,2,10.20359214
35000,37.65945162,-77.46408515,0,1,2,0,0,1,0,10,50.5825016,1.076875,0.828,1.2575,0.00013125,37.65960711,-77.46405082,2,10.46310334
8800,36.72333657,-77.94218294,0,1,2,1,0,0,0,6,39.83931542,0.520625,1.168125,1.126875,0.000225,36.72337208,-77.94211828,1,9.082507
23000,36.72740542,-78.10685493,0,1,2,0,0,1,0,3,48.47223289,0.82125,1.0479375,0.74125,0.0001375,36.72736181,-78.10688266,2,10.04324949
67000,37.51467185,-77.17747042,0,1,2,0,0,1,0,13,28.80836532,0.446875,1.87275,-0.680625,0.000175,37.51468167,-77.1775336,2,11.1124479
14000,37.58661988,-77.44746298,1,1,2,1,0,0,0,11,48.08854766,0.591764706,4.200294118,0.071176471,0.000376471,37.58641749,-77.44752941,1,9.546812609
37000,37.77242528,-77.87858916,0,1,2,0,0,1,0,4,50.40664587,0.958125,0.715,2.0475,0.00016875,37.77246178,-77.8784399,2,10.51867319
41000,37.18916762,-77.48867588,1,1,2,0,0,1,0,9,45.69051504,0.769411765,1.420235294,0.2,0.000435294,37.18940439,-77.48863116,1,10.62132735
23000,36.72212999,-78.10976847,0,1,2,0,0,1,0,3,48.82394434,0.733125,0.81475,1.164375,0.00025,36.72205693,-78.10981494,3,10.04324949
33000,37.8566911,-77.99554747,0,1,2,1,0,0,0,12,42.5890595,0.680625,1.332125,1.314375,0.0001875,37.85683137,-77.99554745,2,10.40426284
29000,37.51260249,-77.77906029,1,1,1,1,0,0,0,4,49.52736724,1.32,1.31125,-0.7575,0.00013125,37.51247126,-77.77902368,1,10.27505111
67000,37.51520338,-77.18113725,0,1,2,0,0,1,0,13,39.58352527,0.619375,0.901875,2.28625,0.00016875,37.51516275,-77.18111376,3,11.1124479
40000,37.07233558,-77.36643714,0,1,2,0,0,1,0,7,50.55052783,0.820625,1.2688125,-0.845625,0.00019375,37.07237025,-77.36634753,2,10.59663473
35000,37.65819499,-77.45310589,0,1,2,0,0,1,0,11,51.55770154,1.14,0.7735625,-2.16875,0.00023125,37.65829283,-77.45321289,2,10.46310334
32000,37.17370473,-77.35133498,0,1,2,0,0,1,0,3,49.52736724,0.81375,0.7799375,0.554375,0.0003,37.17351926,-77.35130991,2,10.37349118
22000,36.81274295,-77.97418234,0,1,2,1,0,0,0,5,56.46567498,0.7575,0.930375,-1.326875,0.00015,36.81271162,-77.97407329,2,9.998797732
12000,37.21765909,-77.44184453,1,1,4,1,0,0,0,13,46.58578055,0.631875,1.6823125,3.13375,0.00038125,37.21770773,-77.44186031,1,9.392661929
2300,37.49720551,-77.04121019,0,1,2,0,0,1,0,3,46.36196417,0.905625,1.512125,-0.70875,0.0001625,37.49727532,-77.04111264,3,7.740664402
42000,37.66202196,-77.46033379,1,1,3,1,0,0,0,6,49.39947217,0.755,0.926375,1.088125,0.00034375,37.66204029,-77.46035454,1,10.6454249
111000,37.60960463,-77.53247907,0,1,3,0,0,1,0,8,42.94077095,1.061875,0.9214375,1.374375,0.00028125,37.60947945,-77.53245931,3,11.61728548
27000,37.62331707,-77.45778427,0,1,3,1,0,0,0,5,51.06210813,0.72125,1.984125,-3.9575,0.0003,37.623126,-77.45787179,1,10.20359214
35000,37.62134572,-77.36675125,0,1,4,0,0,1,0,11,44.69932821,1.010625,1.4575,-0.17,0.00013125,37.6213431,-77.36661416,2,10.46310334
20000,37.43834671,-77.43908373,0,0,4,1,0,0,0,9,47.96065259,0.57875,2.1550625,2.495625,0.0005375,37.43830377,-77.43907249,2,9.903487553
52000,37.53279734,-77.35607477,0,1,3,0,0,1,0,12,46.20209533,0.841764706,1.312294118,-0.464705882,0.000429412,37.53276465,-77.35609889,5,10.858999
11000,37.4885041,-77.44549638,1,1,3,1,0,0,0,9,48.47223289,0.85875,1.9208125,-1.34375,0.00025625,37.4886687,-77.44541756,1,9.305650552
16000,37.69628403,-77.46334059,1,0,4,1,0,0,0,11,51.76553103,0.958125,1.9508125,1.763125,0.00035625,37.69626996,-77.46333993,2,9.680344001
104000,37.3508602,-77.40518634,0,1,3,0,0,1,0,7,28.36073257,0.52875,1.512625,-0.216875,0.00025625,37.35090955,-77.40524123,3,11.55214618
111000,37.43866822,-77.42936194,0,1,3,0,0,1,0,5,48.60012796,0.813529412,1.421705882,0.188235294,0.000188235,37.43871087,-77.42924708,2,11.61728548
132000,37.70471691,-77.44854575,0,1,3,0,0,1,0,5,44.4115643,1.030625,1.298,-1.32375,0.000125,37.70473231,-77.44859662,3,11.7905572
22000,36.80924192,-77.97765313,0,1,2,1,0,0,0,5,56.46567498,0.739411765,0.941588235,-0.592941176,0.000141176,36.80953101,-77.97778942,2,9.998797732
21000,36.84775155,-77.9092544,0,1,2,1,0,0,0,5,56.56159629,0.593125,0.730875,0.191875,0.0002625,36.84782517,-77.90925771,2,9.952277717
3600,37.19967262,-77.41787649,0,1,2,0,0,1,0,4,42.20537428,0.89125,1.4688125,2.96,0.001675,37.19959695,-77.41769619,2,8.188689124
9800,37.55264508,-77.44369246,1,1,3,1,0,0,0,11,52.85263916,0.80625,3.5538125,-0.07625,0.00023125,37.55263275,-77.44365482,2,9.190137665
109000,37.84051141,-77.45056565,1,1,3,1,0,0,0,7,41.21418746,0.498125,1.32225,0.44,0.00044375,37.84056318,-77.45073345,2,11.59910316
109000,37.81403291,-77.45940366,0,1,3,1,0,0,0,7,43.64419386,0.785,0.722875,2.06125,0.00020625,37.81406716,-77.4593287,2,11.59910316
106000,37.853103,-77.45428723,0,1,3,1,0,0,0,7,46.2340691,0.933529412,0.731529412,0.494705882,0.000523529,37.85321082,-77.45438991,1,11.57119437
66000,37.48564426,-76.95496659,0,1,2,0,0,1,0,3,40.54273832,0.676875,1.07625,-0.37125,0.000175,37.48571436,-76.95493105,3,11.09741002
10000,36.7052467,-78.0235903,0,1,2,1,0,0,0,7,47.60894114,0.869375,1.51725,0.589375,0.00069375,36.70530464,-78.02351002,2,9.210340372
14000,37.20064039,-77.46193351,1,1,2,1,0,0,0,6,47.09736084,1.057058824,1.269352941,-2.745294118,0.000829412,37.20065948,-77.46193865,1,9.546812609
27000,37.1738748,-77.4949201,0,1,2,0,0,1,0,3,42.52511196,0.701875,0.6998125,-0.313125,0.00055625,37.17381573,-77.49488701,2,10.20359214
2000,37.4978769,-77.03888256,0,1,2,0,0,1,0,13,39.03997121,0.640625,1.120125,-0.510625,0.00014375,37.49787935,-77.0389623,4,7.60090246
35000,37.52677502,-77.45183063,0,1,3,1,0,0,0,11,50.5825016,0.958823529,2.368647059,0.607058824,0.000176471,37.52678294,-77.45179753,2,10.46310334
15000,37.16981069,-77.29687837,0,0,4,1,0,0,0,3,51.63763596,0.6675,1.1251875,-1.438125,0.0002125,37.16989505,-77.29699775,2,9.61580548
106000,37.44967786,-77.42321584,0,1,3,0,0,1,0,5,46.55380678,0.949375,1.1570625,-1.51625,0.00041875,37.44958012,-77.42317357,2,11.57119437
15000,37.67037755,-77.68402026,1,0,2,1,0,0,0,5,46.68170186,0.7475,2.165875,1.45875,0.0006,37.67035439,-77.68390091,1,9.61580548
8800,36.7428926,-77.88939385,0,1,2,1,0,0,0,10,55.66633077,0.77,1.2785625,-0.749375,0.00176875,36.74283579,-77.88954951,2,9.082507
106000,37.48639193,-77.43181573,0,1,3,0,0,1,0,5,52.94856046,0.87375,0.5323125,-0.288125,0.000375,37.48636968,-77.43188416,2,11.57119437
36000,37.52956077,-77.31612733,0,1,2,0,0,1,0,13,47.41709853,0.731875,1.1559375,0.590625,0.0001375,37.52948011,-77.31618275,2,10.49127422
66000,37.53525225,-77.38198516,0,1,3,0,0,1,0,15,51.60566219,0.863125,0.548,-1.075625,0.000125,37.53510097,-77.38209101,2,11.09741002
66000,37.49031684,-76.98715881,0,1,2,0,0,1,0,3,32.90100768,0.5625,1.22,0.580625,0.000125,37.49036,-76.98716407,2,11.09741002
109000,37.76783526,-77.46156338,0,1,3,1,0,0,0,7,44.07583973,0.763125,0.8658125,0.32125,0.00028125,37.76778112,-77.46152604,2,11.59910316
1600,37.65865793,-77.46082328,0,1,2,0,0,1,0,9,52.30908509,0.750625,1.0518125,-1.159375,0.0001875,37.6585903,-77.46061275,4,7.377758908
40000,37.06480712,-77.37207793,0,1,2,0,0,1,0,7,49.87907869,0.805,1.42725,1.683125,0.0002,37.06480758,-77.37221394,2,10.59663473
66000,37.49424219,-77.0159931,0,1,2,0,0,1,0,3,31.17442418,0.565,1.33175,0.540625,0.0001375,37.49405097,-77.01595175,2,11.09741002
16000,37.30827514,-77.40862407,0,0,4,1,0,0,0,5,46.87354447,0.56125,2.674625,1.73375,0.00049375,37.30837322,-77.40866768,1,9.680344001
35000,37.62265939,-77.36719875,0,1,4,0,0,1,0,11,45.40275112,0.9775,1.2036875,-0.20625,0.00013125,37.62270816,-77.367194,2,10.46310334
3600,37.19923079,-77.45238961,0,1,2,0,0,1,0,4,46.13814779,0.7,0.957,2.198125,0.00026875,37.19922327,-77.4524346,3,8.188689124
13000,37.49730162,-77.44611316,1,1,3,1,0,0,0,11,48.56815419,1.18,2.590764706,0.466470588,0.000541176,37.49729932,-77.44609148,1,9.472704636
13000,37.49875272,-77.44659193,1,1,3,1,0,0,0,9,49.17565579,1.16125,2.3449375,1.540625,0.0002375,37.49877514,-77.44652447,1,9.472704636
37000,37.77769803,-77.88465354,1,1,2,0,0,1,0,7,50.23079015,0.93875,0.898125,-1.445625,0.000125,37.77774566,-77.88472242,1,10.51867319
25000,36.66275746,-78.13274617,0,1,2,0,0,1,0,3,51.03013436,0.64375,0.7525625,-0.533125,0.0002,36.66267486,-78.13288909,2,10.1266311
31000,37.66133696,-77.64309186,1,1,3,1,0,0,0,4,54.2275112,0.70875,1.53475,-0.259375,0.00033125,37.66134341,-77.64296622,1,10.34174248
9200,36.77331532,-77.74793438,1,1,2,1,0,0,0,6,47.92867882,0.61625,0.96175,-2.685625,0.0001875,36.77339589,-77.74810387,1,9.126958763
66000,37.49156628,-76.99023922,0,1,2,0,0,1,0,13,38.52839091,0.693529412,1.333352941,-0.357058824,0.000135294,37.49139481,-76.99042819,2,11.09741002
8800,36.74424222,-77.87927045,1,1,2,0,1,0,0,3,51.60566219,0.744375,1.5835625,-0.951875,0.00023125,36.74415103,-77.87934495,1,9.082507
8500,36.72787088,-78.12827729,1,0,2,1,0,0,0,18,49.44743282,0.690625,2.0654375,1.065,0.00063125,36.72772203,-78.12837464,2,9.047821442
106000,37.47920133,-77.4303897,0,1,3,0,0,1,0,5,50.93421305,0.8875,0.9354375,0.58125,0.00024375,37.47920449,-77.43029955,2,11.57119437
109000,37.82399658,-77.45569627,0,1,3,1,0,0,0,7,42.06149232,0.852941176,2.008117647,-1.509411765,0.000147059,37.82380529,-77.45576986,2,11.59910316
590,37.55126697,-77.28738061,0,1,4,1,0,0,0,18,44.17176104,0.885,0.5556875,0.421875,0.00031875,37.55117545,-77.2874195,2,6.380122537
40000,37.04028319,-77.38805813,0,1,2,0,0,1,0,7,45.0190659,0.70125,1.4294375,-0.039375,0.000175,37.04046401,-77.38818867,2,10.59663473
3300,37.39952847,-77.42411824,0,1,3,0,0,1,0,6,42.68498081,0.80625,1.668125,1.23375,0.00025,37.39965512,-77.4242294,4,8.101677747
67000,37.50978336,-77.13608497,0,1,2,0,0,1,0,13,36.09838452,0.640625,1.294875,1.561875,0.00018125,37.50972488,-77.1360828,2,11.1124479
9700,37.20975138,-77.34833339,1,0,4,1,0,0,0,11,52.08526871,0.480625,0.9305625,-0.27875,0.00024375,37.20976331,-77.34839203,2,9.179881164
67000,37.51238762,-77.15943152,0,1,2,0,0,1,0,13,36.4181222,0.656875,1.512125,0.916875,0.00020625,37.51240152,-77.1595037,2,11.1124479
106000,37.28437248,-77.38889859,0,1,3,0,0,1,0,7,45.17893474,0.656470588,0.904117647,-0.156470588,0.000541176,37.2842647,-77.38881209,2,11.57119437
47000,37.15927822,-77.35142599,0,1,2,1,0,0,0,13,47.2412428,0.856875,1.0836875,1.235625,0.00016875,37.15910757,-77.35150473,1,10.75790288
35000,37.65943212,-77.46226967,0,1,2,0,0,1,0,11,51.98934741,1.191875,0.897,1.249375,0.00016875,37.65939316,-77.46225517,2,10.46310334
106000,37.49069073,-77.43244316,0,1,3,0,0,1,0,5,48.39229846,0.89125,0.7668125,-1.431875,0.00118125,37.49067824,-77.43244998,2,11.57119437
